what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1349901209672
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1349901309490
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring",1349901313249
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349901313645
executed,command,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1349901315809
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1349901315809
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349901315860
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349901316816
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349901335241
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349901337921
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349901367841
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349901371186
executed,command,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1349901372658
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1349901372658
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349901372697
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1349901373683
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1349901375284
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1349901378375
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1349901379504
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349901380311
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349901393012
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1349901425743
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1349901439711
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1349901471465
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1349901474169
